Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3023","SOUTH UIST RANGE (3023)","57.3580","-7.3970","Highland & Eilean Siar","04:00","2015-01-29","WNW","26","45","12000","2.80","977","F","Light rain shower (Night)",
"3037","SKYE/LUSA (SAMOS) (3037)","57.2570","-5.8090","Highland & Eilean Siar","04:00","2015-01-29","SW","10","","16000","1.30","977","F","(Black) Low-level cloud",
"3047","TULLOCH BRIDGE (3047)","56.8670","-4.7080","Highland & Eilean Siar","04:00","2015-01-29","W","7","","1400","-0.60","979","F","Heavy snow",
"3066","KINLOSS (3066)","57.6494","-3.5606","Grampian","04:00","2015-01-29","SW","11","","60000","0.20","975","F","Partly cloudy (Night)",
"3091","ABERDEEN DYCE (3091)","57.2060","-2.2020","Grampian","04:00","2015-01-29","W","10","","40000","-0.30","975","F","Clear sky (Night)",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","04:00","2015-01-29","WNW","17","31","26000","1.50","980","F","Light rain shower (Night)",
"3148","GLEN OGLE (3148)","56.4230","-4.3200","Central Tayside & Fife","04:00","2015-01-29","WNW","30","41","","-3.60","","#","N/A",
"3162","ESKDALEMUIR (3162)","55.3110","-3.2060","Dumfries, Galloway","04:00","2015-01-29","SW","10","","700","-0.70","982","F","Heavy snow",
"3907","MAGILLIGAN (3907)","55.0500","-7.0000","Northern Ireland","04:00","2015-01-29","WNW","24","33","13000","1.30","985","F","Light rain shower (Night)",
"3917","ALDERGROVE (3917)","54.6640","-6.2240","Northern Ireland","04:00","2015-01-29","WSW","13","","15000","0.40","986","F","Light snow shower (Night)",
"3305","CAPEL CURIG SAWS (3305)","53.0930","-3.9410","Wales","04:00","2015-01-29","WSW","34","54","35000","2.80","990","F","(Black) Low-level cloud",
"3409","BALA (3409)","52.9200","-3.5800","Wales","04:00","2015-01-29","WSW","17","33","","2.70","990","F","N/A",
"3507","SENNYBRIDGE (3507)","52.0630","-3.6140","Wales","04:00","2015-01-29","WSW","10","","2700","0.50","994","F","Heavy rain shower (Night)",
