Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","04:00","2015-10-07","SE","36","47","2600","10.60","1007","R","Light rain shower (Night)",
"3031","LOCH GLACARNOCH SAWS (3031)","57.7250","-4.8960","Highland & Eilean Siar","04:00","2015-10-07","W","15","","5000","7.90","1005","R","Drizzle",
"3075","WICK AIRPORT (3075)","58.4540","-3.0890","Highland & Eilean Siar","04:00","2015-10-07","WSW","5","","2600","12.50","1002","R","Mist",
"3088","INVERBERVIE (3088)","56.8500","-2.2700","Grampian","04:00","2015-10-07","ENE","7","","100","12.00","1002","R","Fog",
"3136","PRESTWICK RNAS (3136)","55.5150","-4.5850","Strathclyde","04:00","2015-10-07","NW","8","","9000","10.50","1004","R","Light rain",
"3162","ESKDALEMUIR (3162)","55.3110","-3.2060","Dumfries, Galloway","04:00","2015-10-07","WNW","2","","10000","9.90","1002","R","Mist",
"3305","CAPEL CURIG SAWS (3305)","53.0930","-3.9410","Wales","04:00","2015-10-07","WSW","6","17","11000","11.80","1005","R","N/A",
"3502","ABERPORTH (3502)","52.1390","-4.5710","Wales","04:00","2015-10-07","WNW","24","33","3100","10.30","1007","R","Heavy Rain",
"3212","KESWICK (3212)","54.6140","-3.1570","North West England","04:00","2015-10-07","WNW","3","","11000","13.60","1002","R","(Black) Low-level cloud",
"3240","BOULMER (3240)","55.4210","-1.6000","North East England","04:00","2015-10-07","VRB","0","","20","12.30","1001","R","Fog",
"3265","TOPCLIFFE (3265)","54.2040","-1.3900","Yorkshire & Humber","04:00","2015-10-07","W","5","","5000","13.70","1000","R","(Black) Low-level cloud",
"99214","HULL EAST (99214)","53.7600","-0.2900","Yorkshire & Humber","04:00","2015-10-07","VRB","-99","","","14.20","","#","N/A",
"3373","SCAMPTON (3373)","53.3070","-0.5460","East Midlands","04:00","2015-10-07","NW","8","","1400","13.30","1000","R","(White) Medium-level cloud",
"3469","HOLBEACH (3469)","52.8730","0.1410","East Midlands","04:00","2015-10-07","NW","5","","6000","13.90","1000","R","(Black) Low-level cloud",
"3590","WATTISHAM (3590)","52.1230","0.9610","East of England","04:00","2015-10-07","W","11","","7000","14.00","1000","R","Drizzle",
"3740","LYNEHAM (3740)","51.5031","-1.9924","South West England","04:00","2015-10-07","W","10","","","12.60","1003","R","(Black) Low-level cloud",
"3809","CULDROSE (3809)","50.0850","-5.2570","South West England","04:00","2015-10-07","W","13","","20000","11.70","1010","R","Partly cloudy (Night)",
"3862","HURN (3862)","50.7790","-1.8350","South West England","04:00","2015-10-07","WNW","15","","40000","12.80","1004","R","(Black) Low-level cloud",
"3749","MIDDLE WALLOP (3749)","51.1500","-1.5700","London & South East England","04:00","2015-10-07","W","13","","22000","12.90","1003","R","(Black) Low-level cloud",
"3872","THORNEY ISLAND (3872)","50.8200","-0.9200","London & South East England","04:00","2015-10-07","W","14","","20000","13.50","1003","R","(White) Medium-level cloud",
"3023","SOUTH UIST RANGE (3023)","57.3580","-7.3970","Highland & Eilean Siar","04:00","2015-10-07","W","11","","23000","10.20","1005","R","Clear sky (Night)",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","04:00","2015-10-07","WSW","14","","","3.20","","#","N/A",
"3068","LOSSIEMOUTH (3068)","57.7120","-3.3220","Grampian","04:00","2015-10-07","WNW","13","","25000","12.20","1003","R","(White) Medium-level cloud",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","04:00","2015-10-07","WNW","15","","30000","10.50","1003","R","Light rain shower (Night)",
"3158","CHARTERHALL (3158)","55.7090","-2.3830","Dumfries, Galloway","04:00","2015-10-07","ESE","1","","6000","12.50","1001","R","Mist",
"3302","VALLEY (3302)","53.2520","-4.5370","Wales","04:00","2015-10-07","NW","19","29","4000","11.70","1005","R","Drizzle",
"3409","BALA (3409)","52.9200","-3.5800","Wales","04:00","2015-10-07","NW","7","","","12.10","1004","R","N/A",
"3204","RONALDSWAY (3204)","54.0849","-4.6321","North West England","04:00","2015-10-07","NW","15","","8000","11.60","1004","R","Heavy Rain",
"3230","REDESDALE CAMP (3230)","55.2800","-2.2800","North East England","04:00","2015-10-07","WNW","2","","17000","13.10","1001","R","(Black) Low-level cloud",
"3261","DISHFORTH AIRFIELD (3261)","54.1340","-1.4140","Yorkshire & Humber","04:00","2015-10-07","WNW","3","","6000","13.80","1000","R","(Black) Low-level cloud",
"3382","LECONFIELD SAR (3382)","53.8670","-0.4330","Yorkshire & Humber","04:00","2015-10-07","N","3","","200","12.80","1000","R","Fog",
"3354","WATNALL (3354)","53.0050","-1.2500","East Midlands","04:00","2015-10-07","WNW","5","","6000","12.80","1001","R","Mist",
