Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","13:00","2015-01-28","NW","17","30","8000","3.80","972","F","Heavy rain shower (Day)",
"3026","STORNOWAY (3026)","58.2140","-6.3250","Highland & Eilean Siar","13:00","2015-01-28","WNW","37","","14000","2.60","983","F","(White) Medium-level cloud",
"3039","BEALACH NA BA (3039)","57.4200","-5.6900","Highland & Eilean Siar","13:00","2015-01-28","NW","48","87","","-3.20","","#","N/A",
"3062","TAIN RANGE (3062)","57.8200","-3.9700","Highland & Eilean Siar","13:00","2015-01-28","W","31","43","2900","1.80","983","F","Heavy rain shower (Day)",
"3068","LOSSIEMOUTH (3068)","57.7120","-3.3220","Grampian","13:00","2015-01-28","WSW","23","33","40000","3.00","982","F","(White) Medium-level cloud",
"3100","TIREE (3100)","56.4970","-6.8870","Strathclyde","13:00","2015-01-28","WNW","43","64","14000","4.30","990","#","Sunny (Day)",
"3136","PRESTWICK RNAS (3136)","55.5150","-4.5850","Strathclyde","13:00","2015-01-28","WNW","29","48","15000","2.40","992","R","Heavy rain shower (Day)",
"3132","WEST FREUGH (ESAWS) (3132)","54.8590","-4.9360","Dumfries, Galloway","13:00","2015-01-28","WNW","21","54","17000","1.80","995","R","Light rain",
"3166","EDINBURGH/GOGARBANK (3166)","55.9280","-3.3430","Dumfries, Galloway","13:00","2015-01-28","W","17","37","30000","2.30","988","F","Light snow",
"3911","LOUGH FEA (3911)","54.7200","-6.8200","Northern Ireland","13:00","2015-01-28","W","19","45","18000","1.60","998","R","(White) Medium-level cloud",
"99018","ORLOCK HEAD (99018)","54.6700","-5.5800","Northern Ireland","13:00","2015-01-28","WNW","44","68","","-99.00","","#","N/A",
"3321","HAWARDEN (3321)","53.1740","-2.9860","Wales","13:00","2015-01-28","W","23","39","22000","5.50","1000","R","(White) Medium-level cloud",
"3502","ABERPORTH (3502)","52.1390","-4.5710","Wales","13:00","2015-01-28","WNW","34","","20000","4.70","1005","R","Sunny intervals",
"3605","PEMBREY SANDS SAMOS (3605)","51.7130","-4.3680","Wales","13:00","2015-01-28","WNW","34","48","15000","6.40","1006","R","Sunny (Day)",
"3210","ST. BEES HEAD (3210)","54.5180","-3.6150","North West England","13:00","2015-01-28","W","43","59","18000","2.30","994","R","(Black) Low-level cloud",
"3225","SHAP (3225)","54.5010","-2.6840","North West England","13:00","2015-01-28","W","21","34","26000","2.70","993","R","(Black) Low-level cloud",
"3230","REDESDALE CAMP (3230)","55.2800","-2.2800","North East England","13:00","2015-01-28","W","10","26","2200","0.70","989","F","(Black) Low-level cloud",
"3257","LEEMING (3257)","54.2960","-1.5300","Yorkshire & Humber","13:00","2015-01-28","W","19","33","30000","3.90","992","F","(White) Medium-level cloud",
"3281","FYLINGDALES (3281)","54.3620","-0.6730","Yorkshire & Humber","13:00","2015-01-28","W","29","46","","2.30","","#","N/A",
"99214","HULL EAST (99214)","53.7600","-0.2900","Yorkshire & Humber","13:00","2015-01-28","VRB","-99","","","6.10","","#","N/A",
"3522","HEREFORD (3522)","52.0830","-2.8000","West Midlands","13:00","2015-01-28","W","21","44","22000","5.80","1003","R","Sunny (Day)",
"3373","SCAMPTON (3373)","53.3070","-0.5460","East Midlands","13:00","2015-01-28","W","31","47","40000","5.60","995","F","(White) Medium-level cloud",
"3391","CONINGSBY (3391)","53.0940","-0.1710","East Midlands","13:00","2015-01-28","W","26","44","40000","6.60","995","R","Sunny intervals",
"3482","MARHAM (3482)","52.6510","0.5690","East of England","13:00","2015-01-28","W","23","41","20000","5.50","996","F","(White) Medium-level cloud",
"3684","ANDREWS FIELD (3684)","51.8960","0.4530","East of England","13:00","2015-01-28","W","21","49","40000","6.60","998","F","Light rain shower (Day)",
"3647","LITTLE RISSINGTON (ESAWS) (3647)","51.8600","-1.6920","South West England","13:00","2015-01-28","WNW","31","54","23000","3.20","1001","R","(Black) Low-level cloud",
"3746","BOSCOMBE DOWN (3746)","51.1610","-1.7540","South West England","13:00","2015-01-28","WNW","28","","30000","5.50","1003","F","(White) Medium-level cloud",
"3827","MOUNT BATTEN (3827)","50.3540","-4.1210","South West England","13:00","2015-01-28","NW","19","39","13000","7.10","1009","R","(White) Medium-level cloud",
"3857","ISLE OF PORTLAND (3857)","50.5220","-2.4540","South West England","13:00","2015-01-28","NW","38","56","15000","7.30","1005","F","(Black) Low-level cloud",
"3660","HIGH WYCOMBE (3660)","51.6800","-0.8020","London & South East England","13:00","2015-01-28","WNW","18","34","40000","3.70","1000","F","Heavy rain shower (Day)",
"3768","FARNBOROUGH (3768)","51.2790","-0.7720","London & South East England","13:00","2015-01-28","WNW","21","44","25000","6.80","1002","F","(White) Medium-level cloud",
"3784","GRAVESEND-BROADNESS (3784)","51.4640","0.3140","London & South East England","13:00","2015-01-28","W","18","49","","6.80","999","F","N/A",
"3872","THORNEY ISLAND (3872)","50.8200","-0.9200","London & South East England","13:00","2015-01-28","WNW","25","45","45000","7.70","1003","F","(Black) Low-level cloud",
"3005","LERWICK (S. SCREEN) (3005)","60.1390","-1.1830","Orkney & Shetland","13:00","2015-01-28","WNW","14","","1500","0.30","973","F","Light snow shower (Day)",
"3031","LOCH GLACARNOCH SAWS (3031)","57.7250","-4.8960","Highland & Eilean Siar","13:00","2015-01-28","WNW","19","39","4600","0.20","984","R","Heavy rain shower (Day)",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","13:00","2015-01-28","W","37","64","","-6.60","","#","N/A",
