Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3005","LERWICK (S. SCREEN) (3005)","60.1390","-1.1830","Orkney & Shetland","17:00","2015-05-05","NE","22","32","8000","7.20","989","F","Light rain",
"3031","LOCH GLACARNOCH SAWS (3031)","57.7250","-4.8960","Highland & Eilean Siar","17:00","2015-05-05","ENE","23","38","10000","6.90","984","F","Light rain",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","17:00","2015-05-05","S","13","31","","1.20","","#","N/A",
"3063","AVIEMORE (3063)","57.2060","-3.8270","Highland & Eilean Siar","17:00","2015-05-05","N","6","","5000","6.90","983","F","Heavy Rain",
"3068","LOSSIEMOUTH (3068)","57.7120","-3.3220","Grampian","17:00","2015-05-05","ENE","18","29","3000","8.00","984","F","Heavy Rain",
"3100","TIREE (3100)","56.4970","-6.8870","Strathclyde","17:00","2015-05-05","NE","21","","11000","8.10","981","F","Light rain",
"3136","PRESTWICK RNAS (3136)","55.5150","-4.5850","Strathclyde","17:00","2015-05-05","S","19","33","30000","10.20","984","R","(Black) Low-level cloud",
"3171","LEUCHARS (3171)","56.3770","-2.8620","Central Tayside & Fife","17:00","2015-05-05","SW","18","","45000","9.40","984","F","(Black) Low-level cloud",
"3162","ESKDALEMUIR (3162)","55.3110","-3.2060","Dumfries, Galloway","17:00","2015-05-05","SSW","21","39","11000","7.60","986","R","Heavy rain shower (Day)",
"3907","MAGILLIGAN (3907)","55.0500","-7.0000","Northern Ireland","17:00","2015-05-05","SW","26","41","9000","7.40","982","R","Light rain",
"3917","ALDERGROVE (3917)","54.6640","-6.2240","Northern Ireland","17:00","2015-05-05","SW","16","","50000","9.00","984","R","(Black) Low-level cloud",
"3305","CAPEL CURIG SAWS (3305)","53.0930","-3.9410","Wales","17:00","2015-05-05","SW","41","60","10000","9.20","988","F","(Black) Low-level cloud",
"3409","BALA (3409)","52.9200","-3.5800","Wales","17:00","2015-05-05","SSW","16","40","","10.20","989","F","N/A",
"3507","SENNYBRIDGE (3507)","52.0630","-3.6140","Wales","17:00","2015-05-05","SSW","32","54","22000","9.40","992","F","Light rain shower (Day)",
"3716","ST-ATHAN (3716)","51.4050","-3.4400","Wales","17:00","2015-05-05","WSW","21","38","25000","11.70","995","R","(Black) Low-level cloud",
"3214","WALNEY ISLAND (3214)","54.1250","-3.2570","North West England","17:00","2015-05-05","SSW","16","31","19000","10.60","988","F","Light rain shower (Day)",
"3226","WARCOP (3226)","54.5700","-2.4200","North West England","17:00","2015-05-05","SW","25","44","20000","10.40","988","F","Sunny intervals",
"3230","REDESDALE CAMP (3230)","55.2800","-2.2800","North East England","17:00","2015-05-05","SW","21","38","30000","10.20","986","R","(White) Medium-level cloud",
"3257","LEEMING (3257)","54.2960","-1.5300","Yorkshire & Humber","17:00","2015-05-05","SSW","22","33","23000","13.40","989","R","Sunny intervals",
"3281","FYLINGDALES (3281)","54.3620","-0.6730","Yorkshire & Humber","17:00","2015-05-05","SW","31","48","","10.60","","#","N/A",
"3330","LEEK (3330)","53.1330","-1.9830","West Midlands","17:00","2015-05-05","SSW","24","34","40000","10.60","991","R","(White) Medium-level cloud",
"3529","PERSHORE (3529)","52.1480","-2.0400","West Midlands","17:00","2015-05-05","S","19","38","21000","11.80","995","R","(White) Medium-level cloud",
"3373","SCAMPTON (3373)","53.3070","-0.5460","East Midlands","17:00","2015-05-05","SW","19","39","35000","12.10","993","R","(White) Medium-level cloud",
"3391","CONINGSBY (3391)","53.0940","-0.1710","East Midlands","17:00","2015-05-05","SSW","30","46","20000","14.50","994","R","Light rain shower (Day)",
"3482","MARHAM (3482)","52.6510","0.5690","East of England","17:00","2015-05-05","SSW","30","43","20000","15.00","996","R","(White) Medium-level cloud",
"3684","ANDREWS FIELD (3684)","51.8960","0.4530","East of England","17:00","2015-05-05","SW","26","48","30000","14.30","999","R","(White) Medium-level cloud",
"3647","LITTLE RISSINGTON (ESAWS) (3647)","51.8600","-1.6920","South West England","17:00","2015-05-05","SSW","30","53","19000","11.40","996","R","(White) Medium-level cloud",
"3743","LARKHILL (3743)","51.2010","-1.8050","South West England","17:00","2015-05-05","SW","18","40","21000","12.10","999","R","(Black) Low-level cloud",
"3809","CULDROSE (3809)","50.0850","-5.2570","South West England","17:00","2015-05-05","SW","28","48","10000","12.10","998","R","Sunny intervals",
"3840","DUNKESWELL AERODROME (3840)","50.8600","-3.2390","South West England","17:00","2015-05-05","SSW","24","43","11000","10.40","998","R","Light rain shower (Day)",
"3649","BRIZE NORTON (3649)","51.7580","-1.5760","London & South East England","17:00","2015-05-05","SSW","19","38","40000","13.10","996","R","Sunny intervals",
"3749","MIDDLE WALLOP (3749)","51.1500","-1.5700","London & South East England","17:00","2015-05-05","SW","25","46","20000","12.70","1000","R","(White) Medium-level cloud",
"3772","HEATHROW (3772)","51.4790","-0.4490","London & South East England","17:00","2015-05-05","SSW","32","49","30000","14.80","1000","R","Sunny (Day)",
"3866","ST CATHERINES PT. (3866)","50.5770","-1.2970","London & South East England","17:00","2015-05-05","WSW","26","37","","12.30","1002","R","N/A",
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","17:00","2015-05-05","NE","21","30","19000","8.10","991","F","(Black) Low-level cloud",
"3026","STORNOWAY (3026)","58.2140","-6.3250","Highland & Eilean Siar","17:00","2015-05-05","NE","22","32","7000","8.00","986","F","Light rain",
"3039","BEALACH NA BA (3039)","57.4200","-5.6900","Highland & Eilean Siar","17:00","2015-05-05","E","33","51","","2.70","","#","N/A",
"3062","TAIN RANGE (3062)","57.8200","-3.9700","Highland & Eilean Siar","17:00","2015-05-05","NE","21","32","5000","7.80","984","F","Heavy Rain",
"3066","KINLOSS (3066)","57.6494","-3.5606","Grampian","17:00","2015-05-05","ENE","19","30","2000","7.90","984","F","Heavy Rain",
"3091","ABERDEEN DYCE (3091)","57.2060","-2.2020","Grampian","17:00","2015-05-05","E","10","","6000","8.00","984","F","Heavy Rain",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","17:00","2015-05-05","SSW","16","33","40000","8.50","983","R","(Black) Low-level cloud",
"3148","GLEN OGLE (3148)","56.4230","-4.3200","Central Tayside & Fife","17:00","2015-05-05","S","31","46","","4.40","","#","N/A",
"3158","CHARTERHALL (3158)","55.7090","-2.3830","Dumfries, Galloway","17:00","2015-05-05","SW","28","41","30000","9.50","985","R","(White) Medium-level cloud",
"3904","CASTLEDERG (3904)","54.7070","-7.5770","Northern Ireland","17:00","2015-05-05","WSW","17","31","11000","6.50","984","R","Heavy Rain",
"3916","BALLYPATRICK FOREST (3916)","55.1810","-6.1530","Northern Ireland","17:00","2015-05-05","WSW","18","34","18000","6.90","982","R","Light rain shower (Day)",
"3302","VALLEY (3302)","53.2520","-4.5370","Wales","17:00","2015-05-05","S","26","39","6000","8.80","987","F","Light rain shower (Day)",
"3405","ABERDARON (3405)","52.7890","-4.7420","Wales","17:00","2015-05-05","SSW","43","","7000","9.10","988","F","(Black) Low-level cloud",
"3503","TRAWSGOED (3503)","52.3440","-3.9470","Wales","17:00","2015-05-05","S","18","40","6000","10.20","991","F","Heavy rain shower (Day)",
"3609","MUMBLES HEAD (3609)","51.5650","-3.9810","Wales","17:00","2015-05-05","SW","49","69","","11.80","993","F","N/A",
"3212","KESWICK (3212)","54.6140","-3.1570","North West England","17:00","2015-05-05","SW","9","21","21000","10.70","987","F","Light rain shower (Day)",
"3225","SHAP (3225)","54.5010","-2.6840","North West England","17:00","2015-05-05","SSW","22","31","1400","9.30","988","R","(Black) Low-level cloud",
"3318","BLACKPOOL (3318)","53.1700","-2.9800","North West England","17:00","2015-05-05","S","23","38","","10.90","","#","N/A",
"3275","LOFTUS (3275)","54.5700","-0.8700","North East England","17:00","2015-05-05","SSW","25","38","50000","12.70","989","R","Sunny intervals",
"3266","LINTON ON OUSE (3266)","54.0450","-1.2500","Yorkshire & Humber","17:00","2015-05-05","SSW","25","36","35000","14.20","990","R","(White) Medium-level cloud",
"99214","HULL EAST (99214)","53.7600","-0.2900","Yorkshire & Humber","17:00","2015-05-05","VRB","-99","","","14.00","","#","N/A",
"3522","HEREFORD (3522)","52.0830","-2.8000","West Midlands","17:00","2015-05-05","SW","11","31","24000","11.00","994","R","Light rain shower (Day)",
"3354","WATNALL (3354)","53.0050","-1.2500","East Midlands","17:00","2015-05-05","SSW","15","30","15000","11.00","994","R","(Black) Low-level cloud",
"3385","DONNA NOOK (3385)","53.4730","0.1540","East Midlands","17:00","2015-05-05","S","25","45","21000","14.00","993","R","(White) Medium-level cloud",
"3462","WITTERING (3462)","52.6110","-0.4590","East of England","17:00","2015-05-05","SSW","32","48","35000","14.20","995","R","(White) Medium-level cloud",
"3590","WATTISHAM (3590)","52.1230","0.9610","East of England","17:00","2015-05-05","SW","25","45","30000","14.10","999","R","Sunny intervals",
"3628","FILTON (3628)","51.5210","-2.5760","South West England","17:00","2015-05-05","SSW","23","38","26000","12.70","996","R","(White) Medium-level cloud",
"3740","LYNEHAM (3740)","51.5031","-1.9924","South West England","17:00","2015-05-05","SSW","24","40","","11.00","997","R","(Black) Low-level cloud",
"3808","CAMBORNE (3808)","50.2180","-5.3300","South West England","17:00","2015-05-05","WSW","25","45","10000","11.50","998","R","(White) Medium-level cloud",
"3839","EXETER AIRPORT (3839)","50.7370","-3.4050","South West England","17:00","2015-05-05","VRB","-99","","","12.50","","#","N/A",
"3862","HURN (3862)","50.7790","-1.8350","South West England","17:00","2015-05-05","SW","26","44","19000","13.30","1000","R","Sunny intervals",
"3672","NORTHOLT (3672)","51.5480","-0.4150","London & South East England","17:00","2015-05-05","SW","26","43","35000","13.80","999","R","(White) Medium-level cloud",
"3769","CHARLWOOD (3769)","51.1500","-0.2333","London & South East England","17:00","2015-05-05","SSW","21","39","27000","13.60","1001","R","(White) Medium-level cloud",
"3797","MANSTON (3797)","51.3422","1.3461","London & South East England","17:00","2015-05-05","SW","26","45","17000","14.50","1003","R","(White) Medium-level cloud",
"3882","HERSTMONCEUX WEST END (3882)","50.8900","0.3190","London & South East England","17:00","2015-05-05","SW","15","30","18000","14.40","1003","R","(White) Medium-level cloud",
"3008","FAIR ISLE (3008)","59.5300","-1.6300","Orkney & Shetland","17:00","2015-05-05","NE","24","33","","7.40","988","F","N/A",
"3034","AULTBEA (3034)","57.8590","-5.6360","Highland & Eilean Siar","17:00","2015-05-05","NE","13","","7000","7.60","985","F","Heavy Rain",
"3044","ALTNAHARRA SAWS (3044)","58.2880","-4.4420","Highland & Eilean Siar","17:00","2015-05-05","NNE","14","","13000","7.80","986","F","Heavy Rain",
"3075","WICK AIRPORT (3075)","58.4540","-3.0890","Highland & Eilean Siar","17:00","2015-05-05","NE","24","31","6000","7.70","986","F","Drizzle",
"3080","ABOYNE (3080)","57.0770","-2.8360","Grampian","17:00","2015-05-05","E","8","","9000","7.80","983","F","Heavy Rain",
"3105","ISLAY/PORT ELLEN (3105)","55.6810","-6.2560","Strathclyde","17:00","2015-05-05","S","18","","19000","8.10","981","F","Light rain",
"3155","DRUMALBIN (3155)","55.6270","-3.7350","Strathclyde","17:00","2015-05-05","SSW","19","44","35000","8.20","985","R","(White) Medium-level cloud",
"3132","WEST FREUGH (ESAWS) (3132)","54.8590","-4.9360","Dumfries, Galloway","17:00","2015-05-05","SSW","22","33","9000","9.30","985","R","Heavy rain shower (Day)",
"3166","EDINBURGH/GOGARBANK (3166)","55.9280","-3.3430","Dumfries, Galloway","17:00","2015-05-05","SW","19","32","35000","9.90","984","R","(Black) Low-level cloud",
"3911","LOUGH FEA (3911)","54.7200","-6.8200","Northern Ireland","17:00","2015-05-05","WSW","13","30","50000","6.60","984","R","(Black) Low-level cloud",
"3923","GLENANNE (3923)","54.2370","-6.5020","Northern Ireland","17:00","2015-05-05","WSW","11","","45000","10.00","984","R","Sunny intervals",
"3313","RHYL (3313)","53.2590","-3.5090","Wales","17:00","2015-05-05","SSW","14","38","30000","11.30","988","F","Sunny intervals",
"3410","LAKE VYRNWY SAWS (3410)","52.7570","-3.4640","Wales","17:00","2015-05-05","SSW","30","52","19000","8.00","990","F","(Black) Low-level cloud",
"3604","MILFORD HAVEN C.B. (3604)","51.7080","-5.0550","Wales","17:00","2015-05-05","WSW","22","44","23000","11.00","992","R","Sunny intervals",
"3204","RONALDSWAY (3204)","54.0849","-4.6321","North West England","17:00","2015-05-05","SSW","19","","20000","10.00","986","F","(White) Medium-level cloud",
