Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3005","LERWICK (S. SCREEN) (3005)","60.1390","-1.1830","Orkney & Shetland","20:00","2015-11-18","ENE","11","","25000","6.90","987","F","Light rain",
"3026","STORNOWAY (3026)","58.2140","-6.3250","Highland & Eilean Siar","20:00","2015-11-18","W","7","","28000","5.90","986","R","(White) Medium-level cloud",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","20:00","2015-11-18","WSW","33","44","","1.40","","#","N/A",
"3063","AVIEMORE (3063)","57.2060","-3.8270","Highland & Eilean Siar","20:00","2015-11-18","SSW","8","","30000","4.90","985","F","Light rain shower (Night)",
"3066","KINLOSS (3066)","57.6494","-3.5606","Grampian","20:00","2015-11-18","SW","7","","70000","7.20","985","F","(Black) Low-level cloud",
"3091","ABERDEEN DYCE (3091)","57.2060","-2.2020","Grampian","20:00","2015-11-18","SSW","9","","35000","7.30","986","F","(White) Medium-level cloud",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","20:00","2015-11-18","W","23","46","12000","8.60","989","F","Light rain",
"3148","GLEN OGLE (3148)","56.4230","-4.3200","Central Tayside & Fife","20:00","2015-11-18","VRB","-99","63","","5.60","","#","N/A",
"3158","CHARTERHALL (3158)","55.7090","-2.3830","Dumfries, Galloway","20:00","2015-11-18","SW","23","34","50000","7.10","990","F","(White) Medium-level cloud",
"3904","CASTLEDERG (3904)","54.7070","-7.5770","Northern Ireland","20:00","2015-11-18","W","11","29","21000","8.00","999","R","Light rain shower (Night)",
"3916","BALLYPATRICK FOREST (3916)","55.1810","-6.1530","Northern Ireland","20:00","2015-11-18","WNW","19","47","5000","6.80","996","R","Heavy Rain",
"3302","VALLEY (3302)","53.2520","-4.5370","Wales","20:00","2015-11-18","WSW","38","51","30000","11.50","1003","R","Partly cloudy (Night)",
"3405","ABERDARON (3405)","52.7890","-4.7420","Wales","20:00","2015-11-18","SW","47","66","17000","11.10","1005","R","Clear sky (Night)",
"3503","TRAWSGOED (3503)","52.3440","-3.9470","Wales","20:00","2015-11-18","WSW","16","36","8000","11.50","1007","R","(Black) Low-level cloud",
"3609","MUMBLES HEAD (3609)","51.5650","-3.9810","Wales","20:00","2015-11-18","WSW","41","","","13.30","1010","R","N/A",
"3212","KESWICK (3212)","54.6140","-3.1570","North West England","20:00","2015-11-18","WSW","22","45","21000","10.10","997","F","(Black) Low-level cloud",
"3225","SHAP (3225)","54.5010","-2.6840","North West England","20:00","2015-11-18","WSW","23","45","23000","7.90","997","F","(White) Medium-level cloud",
"3318","BLACKPOOL (3318)","53.1700","-2.9800","North West England","20:00","2015-11-18","W","40","56","","11.70","","#","N/A",
"3275","LOFTUS (3275)","54.5700","-0.8700","North East England","20:00","2015-11-18","WSW","30","44","17000","8.90","996","F","Partly cloudy (Night)",
"3266","LINTON ON OUSE (3266)","54.0450","-1.2500","Yorkshire & Humber","20:00","2015-11-18","SW","18","48","24000","11.00","998","F","Partly cloudy (Night)",
"3382","LECONFIELD SAR (3382)","53.8670","-0.4330","Yorkshire & Humber","20:00","2015-11-18","SW","16","","22000","10.60","999","F","Clear sky (Night)",
"3522","HEREFORD (3522)","52.0830","-2.8000","West Midlands","20:00","2015-11-18","W","17","44","4500","11.60","1007","R","Heavy rain shower (Night)",
"3354","WATNALL (3354)","53.0050","-1.2500","East Midlands","20:00","2015-11-18","WSW","13","","9000","9.70","1004","R","Heavy rain shower (Night)",
"3385","DONNA NOOK (3385)","53.4730","0.1540","East Midlands","20:00","2015-11-18","SSW","29","38","28000","10.90","1000","F","Clear sky (Night)",
"3462","WITTERING (3462)","52.6110","-0.4590","East of England","20:00","2015-11-18","SW","24","37","29000","11.30","1005","R","Partly cloudy (Night)",
"3590","WATTISHAM (3590)","52.1230","0.9610","East of England","20:00","2015-11-18","WSW","24","36","20000","11.60","1007","R","Partly cloudy (Night)",
"3647","LITTLE RISSINGTON (ESAWS) (3647)","51.8600","-1.6920","South West England","20:00","2015-11-18","WSW","26","44","19000","10.90","1007","R","Partly cloudy (Night)",
"3743","LARKHILL (3743)","51.2010","-1.8050","South West England","20:00","2015-11-18","WSW","16","30","26000","11.50","1010","R","(White) Medium-level cloud",
"3809","CULDROSE (3809)","50.0850","-5.2570","South West England","20:00","2015-11-18","WSW","16","32","12000","13.00","1015","R","(White) Medium-level cloud",
"3840","DUNKESWELL AERODROME (3840)","50.8600","-3.2390","South West England","20:00","2015-11-18","WSW","17","33","11000","11.30","1012","R","(White) Medium-level cloud",
"3649","BRIZE NORTON (3649)","51.7580","-1.5760","London & South East England","20:00","2015-11-18","WSW","16","30","18000","12.30","1008","R","(White) Medium-level cloud",
"3749","MIDDLE WALLOP (3749)","51.1500","-1.5700","London & South East England","20:00","2015-11-18","SW","11","","30000","11.60","1011","R","Partly cloudy (Night)",
"3772","HEATHROW (3772)","51.4790","-0.4490","London & South East England","20:00","2015-11-18","SW","23","38","18000","12.40","1009","R","Partly cloudy (Night)",
"3866","ST CATHERINES PT. (3866)","50.5770","-1.2970","London & South East England","20:00","2015-11-18","W","37","48","","14.00","1012","R","N/A",
"3017","KIRKWALL (3017)","58.9540","-2.9000","Orkney & Shetland","20:00","2015-11-18","S","7","","28000","6.20","985","F","(White) Medium-level cloud",
"3034","AULTBEA (3034)","57.8590","-5.6360","Highland & Eilean Siar","20:00","2015-11-18","E","1","","45000","4.10","986","R","(White) Medium-level cloud",
"3047","TULLOCH BRIDGE (3047)","56.8670","-4.7080","Highland & Eilean Siar","20:00","2015-11-18","WNW","2","","20000","5.90","986","F","Light rain shower (Night)",
"3065","CAIRNGORM SUMMIT (3065)","57.1200","-3.6400","Grampian","20:00","2015-11-18","SW","29","60","","-1.40","","#","N/A",
"3080","ABOYNE (3080)","57.0770","-2.8360","Grampian","20:00","2015-11-18","W","7","","50000","6.70","986","F","(White) Medium-level cloud",
"3105","ISLAY/PORT ELLEN (3105)","55.6810","-6.2560","Strathclyde","20:00","2015-11-18","W","37","53","7000","9.00","993","R","(Black) Low-level cloud",
"3155","DRUMALBIN (3155)","55.6270","-3.7350","Strathclyde","20:00","2015-11-18","WSW","29","52","4300","6.60","991","F","(Black) Low-level cloud",
"3132","WEST FREUGH (ESAWS) (3132)","54.8590","-4.9360","Dumfries, Galloway","20:00","2015-11-18","W","31","44","29000","9.30","996","R","(White) Medium-level cloud",
"3166","EDINBURGH/GOGARBANK (3166)","55.9280","-3.3430","Dumfries, Galloway","20:00","2015-11-18","WSW","23","47","29000","8.00","989","F","(Black) Low-level cloud",
"3911","LOUGH FEA (3911)","54.7200","-6.8200","Northern Ireland","20:00","2015-11-18","W","18","34","12000","6.80","998","R","Light rain shower (Night)",
