Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","02:00","2015-08-24","E","7","","14000","12.70","1014","F","Clear sky (Night)",
"3023","SOUTH UIST RANGE (3023)","57.3580","-7.3970","Highland & Eilean Siar","02:00","2015-08-24","ENE","19","","16000","15.80","996","F","Clear sky (Night)",
"3037","SKYE/LUSA (SAMOS) (3037)","57.2570","-5.8090","Highland & Eilean Siar","02:00","2015-08-24","ESE","15","34","30000","18.40","997","F","Clear sky (Night)",
"3047","TULLOCH BRIDGE (3047)","56.8670","-4.7080","Highland & Eilean Siar","02:00","2015-08-24","SE","14","30","22000","15.80","999","F","Light rain shower (Night)",
"3072","CAIRNWELL (3072)","56.8800","-3.4200","Grampian","02:00","2015-08-24","ESE","45","72","","10.40","","#","N/A",
"3088","INVERBERVIE (3088)","56.8500","-2.2700","Grampian","02:00","2015-08-24","E","26","36","7000","13.70","1002","F","Mist",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","02:00","2015-08-24","SSE","6","","5000","14.30","998","R","Heavy rain shower (Night)",
"3148","GLEN OGLE (3148)","56.4230","-4.3200","Central Tayside & Fife","02:00","2015-08-24","ESE","26","41","","12.50","","#","N/A",
"3158","CHARTERHALL (3158)","55.7090","-2.3830","Dumfries, Galloway","02:00","2015-08-24","ENE","5","","5000","14.10","999","F","(Black) Low-level cloud",
"3904","CASTLEDERG (3904)","54.7070","-7.5770","Northern Ireland","02:00","2015-08-24","SSW","9","","50000","12.30","996","R","(Black) Low-level cloud",
"3916","BALLYPATRICK FOREST (3916)","55.1810","-6.1530","Northern Ireland","02:00","2015-08-24","SW","5","","5000","12.60","996","R","Heavy Rain",
"3302","VALLEY (3302)","53.2520","-4.5370","Wales","02:00","2015-08-24","SSW","13","","20000","14.30","999","R","(White) Medium-level cloud",
"3405","ABERDARON (3405)","52.7890","-4.7420","Wales","02:00","2015-08-24","SSW","10","","23000","12.80","1000","F","Clear sky (Night)",
"3503","TRAWSGOED (3503)","52.3440","-3.9470","Wales","02:00","2015-08-24","ESE","1","","18000","8.10","1001","F","Clear sky (Night)",
"3609","MUMBLES HEAD (3609)","51.5650","-3.9810","Wales","02:00","2015-08-24","NNE","8","","","12.80","1001","F","N/A",
"3212","KESWICK (3212)","54.6140","-3.1570","North West England","02:00","2015-08-24","E","3","","50000","13.10","1000","R","(White) Medium-level cloud",
"3225","SHAP (3225)","54.5010","-2.6840","North West England","02:00","2015-08-24","SSE","7","","28000","12.30","1000","R","(Black) Low-level cloud",
"3318","BLACKPOOL (3318)","53.1700","-2.9800","North West England","02:00","2015-08-24","E","3","","","10.00","","#","N/A",
"3275","LOFTUS (3275)","54.5700","-0.8700","North East England","02:00","2015-08-24","S","5","","14000","11.80","1001","R","Clear sky (Night)",
"3266","LINTON ON OUSE (3266)","54.0450","-1.2500","Yorkshire & Humber","02:00","2015-08-24","ESE","3","","7000","12.40","1001","R","Clear sky (Night)",
"3382","LECONFIELD SAR (3382)","53.8670","-0.4330","Yorkshire & Humber","02:00","2015-08-24","SSW","2","","4200","11.90","1001","R","Mist",
"3520","SHOBDON SAWS (3520)","52.2420","-2.8850","West Midlands","02:00","2015-08-24","SSE","1","","3100","7.40","1001","F","(White) Medium-level cloud",
"3544","CHURCH LAWFORD (3544)","52.3580","-1.3300","West Midlands","02:00","2015-08-24","SSE","2","","3900","10.40","1001","F","Mist",
"3379","CRANWELL (3379)","53.0300","-0.5000","East Midlands","02:00","2015-08-24","S","5","","5000","10.50","1001","R","Clear sky (Night)",
"3469","HOLBEACH (3469)","52.8730","0.1410","East Midlands","02:00","2015-08-24","S","6","","18000","11.70","1002","R","(White) Medium-level cloud",
"3560","BEDFORD (3560)","52.2250","-0.4640","East of England","02:00","2015-08-24","SSE","3","","5000","10.80","1002","F","(White) Medium-level cloud",
"3628","FILTON (3628)","51.5210","-2.5760","South West England","02:00","2015-08-24","E","3","","21000","12.30","1000","F","(Black) Low-level cloud",
"3740","LYNEHAM (3740)","51.5031","-1.9924","South West England","02:00","2015-08-24","E","3","","","11.40","1001","F","(White) Medium-level cloud",
"3808","CAMBORNE (3808)","50.2180","-5.3300","South West England","02:00","2015-08-24","NNE","10","","20000","14.00","999","F","(White) Medium-level cloud",
"3839","EXETER AIRPORT (3839)","50.7370","-3.4050","South West England","02:00","2015-08-24","VRB","-99","","","13.30","","#","N/A",
"3862","HURN (3862)","50.7790","-1.8350","South West England","02:00","2015-08-24","ENE","5","","15000","13.60","1000","F","Light rain",
"3672","NORTHOLT (3672)","51.5480","-0.4150","London & South East England","02:00","2015-08-24","VRB","0","","28000","12.20","1001","F","(White) Medium-level cloud",
"3769","CHARLWOOD (3769)","51.1500","-0.2333","London & South East England","02:00","2015-08-24","N","2","","8000","12.00","1001","F","Light rain shower (Night)",
