Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3005","LERWICK (S. SCREEN) (3005)","60.1390","-1.1830","Orkney & Shetland","18:00","2015-10-11","S","18","","25000","10.50","1021","F","(White) Medium-level cloud",
"3026","STORNOWAY (3026)","58.2140","-6.3250","Highland & Eilean Siar","18:00","2015-10-11","S","14","","10000","11.60","1016","F","Light rain",
"3039","BEALACH NA BA (3039)","57.4200","-5.6900","Highland & Eilean Siar","18:00","2015-10-11","S","11","","","5.70","","#","N/A",
"3062","TAIN RANGE (3062)","57.8200","-3.9700","Highland & Eilean Siar","18:00","2015-10-11","SE","10","","50000","11.50","1018","F","(White) Medium-level cloud",
"3072","CAIRNWELL (3072)","56.8800","-3.4200","Grampian","18:00","2015-10-11","SE","17","","","4.90","","#","N/A",
"3088","INVERBERVIE (3088)","56.8500","-2.2700","Grampian","18:00","2015-10-11","SE","14","","18000","10.30","1021","F","N/A",
"3111","MACHRIHANISH (3111)","55.4410","-5.6990","Strathclyde","18:00","2015-10-11","ESE","6","","10000","11.30","1019","R","(Black) Low-level cloud",
"3144","STRATHALLAN (3144)","56.3260","-3.7290","Central Tayside & Fife","18:00","2015-10-11","E","3","","18000","11.60","1020","R","Light rain shower (Night)",
"3153","DUNDRENNAN (3153)","54.8030","-4.0080","Dumfries, Galloway","18:00","2015-10-11","NNW","3","","16000","11.00","1019","R","(Black) Low-level cloud",
"3173","EDINBURGH BLACKFORD HILL (3173)","55.9200","-3.1800","Dumfries, Galloway","18:00","2015-10-11","SSE","7","","","-99.00","","#","N/A",
"3915","PORTGLENONE (3915)","54.8700","-6.4500","Northern Ireland","18:00","2015-10-11","ESE","2","","10000","12.10","1019","R","(White) Medium-level cloud",
"99018","ORLOCK HEAD (99018)","54.6700","-5.5800","Northern Ireland","18:00","2015-10-11","S","7","","","-99.00","","#","N/A",
"3321","HAWARDEN (3321)","53.1740","-2.9860","Wales","18:00","2015-10-11","NE","2","","18000","11.10","1019","R","(Black) Low-level cloud",
"3502","ABERPORTH (3502)","52.1390","-4.5710","Wales","18:00","2015-10-11","NE","11","","15000","12.20","1018","R","(Black) Low-level cloud",
"3605","PEMBREY SANDS SAMOS (3605)","51.7130","-4.3680","Wales","18:00","2015-10-11","ENE","6","","11000","12.70","1018","R","(Black) Low-level cloud",
"3210","ST. BEES HEAD (3210)","54.5180","-3.6150","North West England","18:00","2015-10-11","NNE","5","","15000","10.70","1020","R","(White) Medium-level cloud",
"3224","SPADEADAM (3224)","55.0500","-2.5530","North West England","18:00","2015-10-11","E","6","","18000","8.10","1020","R","(Black) Low-level cloud",
"3316","CROSBY (3316)","53.4970","-3.0560","North West England","18:00","2015-10-11","E","5","","8000","11.60","1019","R","(Black) Low-level cloud",
"3240","BOULMER (3240)","55.4210","-1.6000","North East England","18:00","2015-10-11","SE","10","","19000","11.00","1021","R","(Black) Low-level cloud",
