Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3023","SOUTH UIST RANGE (3023)","57.3580","-7.3970","Highland & Eilean Siar","00:00","2015-03-04","WNW","24","43","17000","5.20","1010","R","Partly cloudy (Night)",
"3047","TULLOCH BRIDGE (3047)","56.8670","-4.7080","Highland & Eilean Siar","00:00","2015-03-04","W","13","31","9000","2.30","1010","R","Heavy rain shower (Night)",
"3080","ABOYNE (3080)","57.0770","-2.8360","Grampian","00:00","2015-03-04","W","14","36","40000","2.90","1004","R","Partly cloudy (Night)",
"3155","DRUMALBIN (3155)","55.6270","-3.7350","Strathclyde","00:00","2015-03-04","W","21","37","30000","1.50","1011","R","(White) Medium-level cloud",
"3162","ESKDALEMUIR (3162)","55.3110","-3.2060","Dumfries, Galloway","00:00","2015-03-04","WSW","11","","16000","1.90","1012","R","(Black) Low-level cloud",
"3907","MAGILLIGAN (3907)","55.0500","-7.0000","Northern Ireland","00:00","2015-03-04","WNW","26","40","16000","4.10","1015","R","Light rain shower (Night)",
"99018","ORLOCK HEAD (99018)","54.6700","-5.5800","Northern Ireland","00:00","2015-03-04","W","21","36","","-99.00","","#","N/A",
"3502","ABERPORTH (3502)","52.1390","-4.5710","Wales","00:00","2015-03-04","W","29","40","16000","4.50","1023","R","Partly cloudy (Night)",
"3204","RONALDSWAY (3204)","54.0849","-4.6321","North West England","00:00","2015-03-04","W","23","37","25000","4.70","1017","R","(White) Medium-level cloud",
"3225","SHAP (3225)","54.5010","-2.6840","North West England","00:00","2015-03-04","W","16","34","20000","3.30","1014","R","(Black) Low-level cloud",
"3238","ALBEMARLE (3238)","55.0200","-1.8800","North East England","00:00","2015-03-04","W","17","33","14000","3.00","1010","R","(White) Medium-level cloud",
"3281","FYLINGDALES (3281)","54.3620","-0.6730","Yorkshire & Humber","00:00","2015-03-04","WSW","19","38","","2.20","","#","N/A",
"3522","HEREFORD (3522)","52.0830","-2.8000","West Midlands","00:00","2015-03-04","W","21","34","30000","4.20","1021","R","Clear sky (Night)",
"3377","WADDINGTON (3377)","53.1750","-0.5210","East Midlands","00:00","2015-03-04","W","7","","40000","3.20","1017","R","Partly cloudy (Night)",
"3392","WAINFLEET (3392)","53.0880","0.2740","East Midlands","00:00","2015-03-04","WSW","10","","18000","2.30","1016","R","Clear sky (Night)",
"3684","ANDREWS FIELD (3684)","51.8960","0.4530","East of England","00:00","2015-03-04","WSW","13","","29000","1.90","1020","R","Clear sky (Night)",
"3743","LARKHILL (3743)","51.2010","-1.8050","South West England","00:00","2015-03-04","WSW","8","","25000","1.80","1023","R","Clear sky (Night)",
"3809","CULDROSE (3809)","50.0850","-5.2570","South West England","00:00","2015-03-04","WNW","15","36","16000","3.60","1028","R","(White) Medium-level cloud",
"3857","ISLE OF PORTLAND (3857)","50.5220","-2.4540","South West England","00:00","2015-03-04","WNW","25","34","18000","6.30","1024","R","Clear sky (Night)",
"3672","NORTHOLT (3672)","51.5480","-0.4150","London & South East England","00:00","2015-03-04","WSW","10","","55000","2.80","1021","R","Clear sky (Night)",
"3772","HEATHROW (3772)","51.4790","-0.4490","London & South East England","00:00","2015-03-04","WSW","15","","30000","3.60","1021","R","Clear sky (Night)",
"3866","ST CATHERINES PT. (3866)","50.5770","-1.2970","London & South East England","00:00","2015-03-04","W","24","36","","6.30","1023","R","N/A",
"3017","KIRKWALL (3017)","58.9540","-2.9000","Orkney & Shetland","00:00","2015-03-04","W","2","","27000","0.60","998","R","Clear sky (Night)",
"3044","ALTNAHARRA SAWS (3044)","58.2880","-4.4420","Highland & Eilean Siar","00:00","2015-03-04","NW","26","40","26000","2.40","1003","R","Heavy rain shower (Night)",
"3068","LOSSIEMOUTH (3068)","57.7120","-3.3220","Grampian","00:00","2015-03-04","W","33","52","20000","3.70","1003","R","(White) Medium-level cloud",
"3136","PRESTWICK RNAS (3136)","55.5150","-4.5850","Strathclyde","00:00","2015-03-04","W","16","30","18000","5.60","1012","R","(White) Medium-level cloud",
"3132","WEST FREUGH (ESAWS) (3132)","54.8590","-4.9360","Dumfries, Galloway","00:00","2015-03-04","W","21","32","14000","3.60","1015","R","Light rain shower (Night)",
