Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","18:00","2015-05-05","NE","26","33","22000","8.40","990","F","(Black) Low-level cloud",
"3026","STORNOWAY (3026)","58.2140","-6.3250","Highland & Eilean Siar","18:00","2015-05-05","NE","22","32","5000","7.80","986","F","Heavy Rain",
"3039","BEALACH NA BA (3039)","57.4200","-5.6900","Highland & Eilean Siar","18:00","2015-05-05","E","33","55","","3.00","","#","N/A",
"3062","TAIN RANGE (3062)","57.8200","-3.9700","Highland & Eilean Siar","18:00","2015-05-05","ENE","22","32","4400","7.70","984","F","Heavy Rain",
"3066","KINLOSS (3066)","57.6494","-3.5606","Grampian","18:00","2015-05-05","E","15","29","3600","8.00","984","F","Heavy Rain",
"3091","ABERDEEN DYCE (3091)","57.2060","-2.2020","Grampian","18:00","2015-05-05","SSE","7","","10000","8.10","983","F","Heavy Rain",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","18:00","2015-05-05","SSW","15","","40000","9.30","983","R","(White) Medium-level cloud",
"3148","GLEN OGLE (3148)","56.4230","-4.3200","Central Tayside & Fife","18:00","2015-05-05","S","33","52","","3.70","","#","N/A",
"3158","CHARTERHALL (3158)","55.7090","-2.3830","Dumfries, Galloway","18:00","2015-05-05","SSW","18","39","45000","9.90","985","R","(White) Medium-level cloud",
"3904","CASTLEDERG (3904)","54.7070","-7.5770","Northern Ireland","18:00","2015-05-05","WSW","19","31","16000","6.30","984","R","Light rain",
"3916","BALLYPATRICK FOREST (3916)","55.1810","-6.1530","Northern Ireland","18:00","2015-05-05","WSW","14","32","13000","6.30","983","R","Light rain",
"3302","VALLEY (3302)","53.2520","-4.5370","Wales","18:00","2015-05-05","SSW","25","46","20000","9.30","988","F","Sunny intervals",
"3405","ABERDARON (3405)","52.7890","-4.7420","Wales","18:00","2015-05-05","SSW","41","53","11000","9.40","990","R","(White) Medium-level cloud",
"3503","TRAWSGOED (3503)","52.3440","-3.9470","Wales","18:00","2015-05-05","SSW","19","36","18000","10.80","992","R","(White) Medium-level cloud",
"3609","MUMBLES HEAD (3609)","51.5650","-3.9810","Wales","18:00","2015-05-05","SW","47","63","","11.00","994","R","N/A",
"3212","KESWICK (3212)","54.6140","-3.1570","North West England","18:00","2015-05-05","S","11","33","15000","8.70","987","F","Heavy Rain",
"3225","SHAP (3225)","54.5010","-2.6840","North West England","18:00","2015-05-05","SW","21","34","1300","8.20","988","F","(Black) Low-level cloud",
"3318","BLACKPOOL (3318)","53.1700","-2.9800","North West England","18:00","2015-05-05","SSW","14","32","","9.90","","#","N/A",
"3275","LOFTUS (3275)","54.5700","-0.8700","North East England","18:00","2015-05-05","SSW","26","40","45000","12.30","989","R","Sunny (Day)",
"3266","LINTON ON OUSE (3266)","54.0450","-1.2500","Yorkshire & Humber","18:00","2015-05-05","SSW","24","46","30000","13.80","990","R","(White) Medium-level cloud",
"3382","LECONFIELD SAR (3382)","53.8670","-0.4330","Yorkshire & Humber","18:00","2015-05-05","SSW","24","38","35000","13.90","991","R","Sunny intervals",
"3520","SHOBDON SAWS (3520)","52.2420","-2.8850","West Midlands","18:00","2015-05-05","SW","28","44","24000","11.80","994","R","(Black) Low-level cloud",
"3544","CHURCH LAWFORD (3544)","52.3580","-1.3300","West Midlands","18:00","2015-05-05","SSW","15","34","17000","12.50","995","R","(White) Medium-level cloud",
"3379","CRANWELL (3379)","53.0300","-0.5000","East Midlands","18:00","2015-05-05","SSW","24","46","20000","12.70","994","R","(White) Medium-level cloud",
"3469","HOLBEACH (3469)","52.8730","0.1410","East Midlands","18:00","2015-05-05","SSW","32","51","29000","13.80","996","R","(White) Medium-level cloud",
"3560","BEDFORD (3560)","52.2250","-0.4640","East of England","18:00","2015-05-05","SW","23","44","35000","13.00","997","R","(White) Medium-level cloud",
"3696","WALTON-ON-THE-NAZE (3696)","51.8500","1.2800","East of England","18:00","2015-05-05","SSW","29","48","","-99.00","","#","N/A",
"3710","LISCOMBE (3710)","51.0870","-3.6080","South West England","18:00","2015-05-05","SW","22","43","19000","8.40","997","R","(Black) Low-level cloud",
"3803","SCILLY ST MARYS (3803)","49.9130","-6.3010","South West England","18:00","2015-05-05","SW","29","45","12000","11.50","998","R","Sunny intervals",
"3827","MOUNT BATTEN (3827)","50.3540","-4.1210","South West England","18:00","2015-05-05","SW","34","48","7000","10.10","1000","R","Light rain shower (Day)",
"3857","ISLE OF PORTLAND (3857)","50.5220","-2.4540","South West England","18:00","2015-05-05","SW","29","45","6000","11.30","1001","R","(Black) Low-level cloud",
