Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","12:00","2015-05-05","E","18","","29000","8.50","998","F","(Black) Low-level cloud",
"3023","SOUTH UIST RANGE (3023)","57.3580","-7.3970","Highland & Eilean Siar","12:00","2015-05-05","ENE","25","31","23000","11.00","986","F","(White) Medium-level cloud",
"3037","SKYE/LUSA (SAMOS) (3037)","57.2570","-5.8090","Highland & Eilean Siar","12:00","2015-05-05","E","9","32","24000","8.80","986","F","Light rain shower (Day)",
"3047","TULLOCH BRIDGE (3047)","56.8670","-4.7080","Highland & Eilean Siar","12:00","2015-05-05","ENE","8","19","14000","7.30","986","F","Heavy Rain",
"3065","CAIRNGORM SUMMIT (3065)","57.1200","-3.6400","Grampian","12:00","2015-05-05","VRB","-99","","","-99.00","","#","N/A",
"3088","INVERBERVIE (3088)","56.8500","-2.2700","Grampian","12:00","2015-05-05","NE","28","33","1800","6.70","986","F","Light rain",
"3111","MACHRIHANISH (3111)","55.4410","-5.6990","Strathclyde","12:00","2015-05-05","ENE","10","","4500","8.80","982","F","(White) Medium-level cloud",
"3144","STRATHALLAN (3144)","56.3260","-3.7290","Central Tayside & Fife","12:00","2015-05-05","ENE","6","","6000","8.20","985","F","Heavy Rain",
"3153","DUNDRENNAN (3153)","54.8030","-4.0080","Dumfries, Galloway","12:00","2015-05-05","SSW","21","30","2100","8.90","982","R","Heavy Rain",
"3173","EDINBURGH BLACKFORD HILL (3173)","55.9200","-3.1800","Dumfries, Galloway","12:00","2015-05-05","ENE","19","30","","-99.00","","#","N/A",
"3915","PORTGLENONE (3915)","54.8700","-6.4500","Northern Ireland","12:00","2015-05-05","E","8","","7000","8.60","982","F","Heavy Rain",
"99018","ORLOCK HEAD (99018)","54.6700","-5.5800","Northern Ireland","12:00","2015-05-05","NE","10","","","-99.00","","#","N/A",
"3321","HAWARDEN (3321)","53.1740","-2.9860","Wales","12:00","2015-05-05","SW","29","44","28000","12.90","989","R","Sunny intervals",
"3502","ABERPORTH (3502)","52.1390","-4.5710","Wales","12:00","2015-05-05","SSW","26","38","15000","11.10","990","R","(White) Medium-level cloud",
"3605","PEMBREY SANDS SAMOS (3605)","51.7130","-4.3680","Wales","12:00","2015-05-05","SSW","38","49","10000","12.30","993","R","(White) Medium-level cloud",
"3210","ST. BEES HEAD (3210)","54.5180","-3.6150","North West England","12:00","2015-05-05","SW","32","44","18000","7.80","984","R","(White) Medium-level cloud",
"3224","SPADEADAM (3224)","55.0500","-2.5530","North West England","12:00","2015-05-05","ESE","9","","3500","8.20","983","F","Heavy Rain",
"3316","CROSBY (3316)","53.4970","-3.0560","North West England","12:00","2015-05-05","SW","31","40","12000","11.30","989","R","(White) Medium-level cloud",
